Temperature,Humidity,Years
73,25,262.2160605262976
74,25,229.00509559070875
75,25,203.11797142029573
76,25,182.60174406985715
77,25,166.0251614842
78,25,152.33499748939386
79,25,140.7477716072067
80,25,130.67119906400046
81,25,121.64853584983427
82,25,113.32003816697525
83,25,105.3973303297531
84,25,97.64791849695465
85,25,89.88816337374534
86,25,81.9836017833419
87,25,73.8554345247838
88,25,65.49111747708078
89,25,56.955291476305554
90,25,48.395196510048955
91,25,40.03342505683019
92,25,32.14224068875802
93,25,24.9992448888873
94,25,18.833162292273958
95,25,13.776537711030372
96,25,9.842924203168208
97,25,6.936817063412236
98,25,4.889885854957459
99,25,3.506593669202332
0,26,6000.999987316869
1,26,6000.999987091045
2,26,6000.999986852161
3,26,6000.999986597672
4,26,6000.999986324254
5,26,6000.99998602755
6,26,6000.999985701835
7,26,6000.999985339554
8,26,6000.9999849307
9,26,6000.999984461951
10,26,6000.99998391546
11,26,6000.999983267144
12,26,6000.999982484206
13,26,6000.9999815214815
14,26,6000.999980315953
15,26,6000.999978778323
16,26,6000.999976779794
17,26,6000.999974130889
18,26,6000.999970546725
19,26,6000.999965588983
20,26,6000.999958566899
21,26,6000.99994836536
22,26,6000.99993314174
23,26,6000.999909784531
24,26,6000.999872937378
25,26,6000.999813227188
26,26,6000.9997140253145
27,26,6000.999545468262
28,26,6000.999253230845
29,26,6000.998736897604
30,26,6000.997806931992
31,26,6000.996096188076
32,26,6000.992872644078
33,26,6000.986634230354
34,26,6000.974218636778
35,26,6000.948830764122
36,26,6000.895666733791
37,26,6000.78226931128
38,26,6000.53755968779
39,26,6000.007101455004
40,26,5998.859634410516
41,26,5996.39559413875
42,26,5991.161141483288
43,26,5980.181288715711
44,26,5957.4676114102285
45,26,5911.245115088515
46,26,5819.352694960395
47,26,5643.701207640269
48,26,5330.4560907332
49,26,4833.109897826266
50,26,4168.250630183377
51,26,3451.697824426875
52,26,2835.6407010375274
53,26,2407.2453993272634
54,26,2168.8181806972416
55,26,2078.76090137955
56,26,2084.6690402162376
57,26,2135.8671102824464
58,26,2188.020626994239
59,26,2206.444718656811
60,26,2168.521321524402
61,26,2064.830015604128
62,26,1898.9453262826753
63,26,1685.6742317223907
64,26,1447.2728098177279
65,26,1207.7758376754357
66,26,987.0890912961114
67,26,797.2977036360433
68,26,642.3884918110759
69,26,520.4660935842824
70,26,426.6186874493712
71,26,355.143756165568
72,26,300.7922499647006
73,26,259.24643518941946
74,26,227.16520822234858
75,26,202.04660022816628
76,26,182.0452829729399
77,26,165.80488890747978
78,26,152.32345985091084
79,26,140.85233292219402
80,26,130.82280417991063
81,26,121.79415561784994
82,26,113.41772525509401
83,26,105.41319545084237
84,26,97.554616495942
85,26,89.66465735298807
86,26,81.61604489423503
87,26,73.33895396644766
88,26,64.83208499515996
89,26,56.17333842191024
90,26,47.52389274571578
91,26,39.11843616816122
92,26,31.236225399694938
93,26,24.153908458862766
94,26,18.09040414729221
95,26,13.161622196925501
96,26,9.362145115819553
97,26,6.580198065281281
98,26,4.637233129383262
99,26,3.334147443160648
0,27,6000.999987059092
1,27,6000.999986835024
2,27,6000.999986597875
3,27,6000.999986345233
4,27,6000.999986073985
5,27,6000.999985780073
6,27,6000.9999854582065
7,27,6000.999985101439
8,27,6000.999984700624
9,27,6000.999984243641
10,27,6000.999983714347
11,27,6000.999983091068
12,27,6000.999982344459
13,27,6000.999981434368
14,27,6000.9999803051705
15,27,6000.999978878676
16,27,6000.999977043131
17,27,6000.999974635752
18,27,6000.99997141444
19,27,6000.999967010934
20,27,6000.999960851656
21,27,6000.9999520213605
22,27,6000.999939024162
23,27,6000.999919358577
24,27,6000.999888752756
25,27,6000.999839775492
26,27,6000.999759293353
27,27,6000.999623771208
28,27,6000.99939045934
29,27,6000.998980486956
30,27,6000.9982454193205
31,27,6000.996898784542
32,27,6000.994371211945
33,27,6000.989495441616
34,27,6000.9798067419315
35,27,6000.95996585095
36,27,6000.918174508477
37,27,6000.828020376638
38,27,6000.6300381077435
39,27,6000.19052543104
40,27,5999.211018409409
41,27,5997.0326772366
42,27,5992.220452539986
43,27,5981.69428605617
44,27,5958.961190413076
45,27,5910.711869735104
46,27,5811.085995367566
47,27,5615.105070229968
48,27,5261.312080661358
49,27,4706.531972312511
50,27,3994.5157318617926
51,27,3273.7934857546184
52,27,2697.352717376149
53,27,2326.7563346646966
54,27,2142.433279536975
55,27,2093.2020366686234
56,27,2123.925376839608
57,27,2184.218285428891
58,27,2232.1130145612187
59,27,2236.823390091638
60,27,2180.352634786519
61,27,2057.790812227371
62,27,1876.403251538544
63,27,1653.3097868643235
64,27,1411.3634607488416
65,27,1173.5797318016782
66,27,957.8820607045645
67,27,774.3118047051942
68,27,625.3895846778172
69,27,508.4843980878209
70,27,418.50040024513487
71,27,349.84544573261206
72,27,297.48336998075894
73,27,257.3099501466913
74,27,226.15955573476543
75,27,201.6614211145661
76,27,182.06347690446972
77,27,166.07381559183227
78,27,152.73435222936843
79,27,141.32603746714824
80,27,131.30008403128565
81,27,122.22920968092617
82,27,113.77399838009056
83,27,105.66089585202998
84,27,97.66960323890183
85,27,89.62851308722199
86,27,81.41719770265048
87,27,72.97463560216964
88,27,64.31069306197946
89,27,55.516433034674776
90,27,46.766730226931905
91,27,38.30788224359335
92,27,30.42541073498893
93,27,23.39420185353186
94,27,17.4227758701198
95,27,12.6103165220419
96,27,8.932931653253844
97,27,6.2634588345334725
98,27,4.414029630383728
99,27,3.1825656522310455
0,28,6000.999986910355
1,28,6000.999986691265
2,28,6000.999986459368
3,28,6000.999986212442
4,28,6000.9999859476275
5,28,6000.999985661229
6,28,6000.999985348457
7,28,6000.9999850030645
8,28,6000.99998461686
9,28,6000.999984179054
10,28,6000.999983675347
11,28,6000.999983086645
12,28,6000.999982387253
13,28,6000.99998154223
14,28,6000.999980503534
15,28,6000.999979204187
16,28,6000.999977549332
17,28,6000.9999754022265
18,28,6000.999972561776
19,28,6000.999968725754
20,28,6000.99996342931
21,28,6000.999955940026
22,28,6000.999945075488
23,28,6000.999928880817
24,28,6000.999904050627
25,28,6000.999864880977
26,28,6000.99980135116
27,28,6000.999695579501
28,28,6000.999515191253
29,28,6000.999200665082
30,28,6000.998640510081
31,28,6000.997620873336
32,28,6000.995719523643
33,28,6000.992075453252
34,28,6000.984874396527
35,28,6000.970175009912
36,28,6000.939188285444
37,28,6000.871912457864
38,28,6000.722200999731
39,28,6000.382858604539
40,28,5999.604741598797
41,28,5997.811400874934
42,28,5993.680069414966
43,28,5984.2105770358685
44,28,5962.715317117318
45,28,5914.737395770055
46,28,5810.8859945947925
47,28,5598.653548890954
48,28,5207.619306202857
49,28,4598.537919524842
50,28,3845.5079149932317
51,28,3127.7735714857536
52,28,2592.8091488867726
53,28,2276.048974615177
54,28,2139.40092113102
55,28,2124.169104691215
56,28,2173.1790046819265
57,28,2236.8714101794894
58,28,2276.2367534489335
59,28,2264.7679914103755
60,28,2189.098737669657
61,28,2048.478074688047
62,28,1853.2663389156749
63,28,1622.2194287543746
64,28,1378.2146059117888
65,28,1142.9439493350853
66,28,932.3597249848348
67,28,754.6764443146134
68,28,611.2031829952393
69,28,498.7572951904096
70,28,412.1512044809648
71,28,345.92987784865744
72,28,295.2635932869293
73,28,256.2437967043537
74,28,225.86178684690256
75,28,201.86260139402708
76,28,182.57580136442337
77,28,166.76554508134964
78,28,153.51168022641215
79,28,142.12059131423806
80,28,132.06046250976496
81,28,122.91536445554611
82,28,114.35365469488485
83,28,106.10751564802283
84,28,97.96161344017479
85,28,89.749651891369
86,28,81.35785990308804
87,28,72.73400039541177
88,28,63.89917788957153
89,28,54.957668177073586
90,28,46.097931852566504
91,28,37.577488993411926
92,28,29.68744741297057
93,28,22.700110198561923
94,28,16.81292732362467
95,28,12.108125978361963
96,28,8.543653313568763
97,28,5.977650768859538
98,28,4.213667914800892
99,28,3.0471493591884227
0,29,6000.999986853548
1,29,6000.999986641783
2,29,6000.999986417697
3,29,6000.999986179268
4,29,6000.999985923917
5,29,6000.999985648337
6,29,6000.99998534826
7,29,6000.999985018155
8,29,6000.999984650807
9,29,6000.999984236767
10,29,6000.999983763569
11,29,6000.999983214666
12,29,6000.999982567911
13,29,6000.999981793396
14,29,6000.999980850285
15,29,6000.999979682111
16,29,6000.999978209649
17,29,6000.999976319854
18,29,6000.9999738483675
19,29,6000.999970551205
20,29,6000.999966057947
21,29,6000.999959792732
22,29,6000.999950838186
23,29,6000.999937696802
24,29,6000.999917865678
25,29,6000.9998870683075
26,29,6000.999837851221
27,29,6000.999756994185
28,29,6000.999620675642
29,29,6000.999385298757
30,29,6000.998969657562
31,29,6000.998219132705
32,29,6000.99683110354
33,29,6000.994193763646
34,29,6000.989026147882
35,29,6000.978551276892
36,29,6000.956552114883
37,29,6000.908717144728
38,29,6000.801356973332
39,29,6000.5538700154375
40,29,5999.971470610694
41,29,5998.581364785783
42,29,5995.236737498786
43,29,5987.172524267033
44,29,5967.8163913615235
45,29,5922.02389678247
46,29,5817.168242812261
47,29,5592.50043409109
48,29,5166.774333517512
49,29,4505.12236465696
50,29,3715.8932636547324
51,29,3007.2153363130906
52,29,2515.259899634137
53,29,2249.127576139177
54,29,2154.783831317243
55,29,2167.5091510907905
56,29,2228.868148247369
57,29,2290.91417905317
58,29,2318.2607340241293
59,29,2288.9596155781846
60,29,2194.1252217338833
61,29,2036.6954177087914
62,29,1829.4978199788409
63,29,1592.30308829662
64,29,1347.554108997834
65,29,1115.4349055090647
66,29,910.0081890293873
67,29,737.8850060405334
68,29,599.3860310162908
69,29,490.92504723627064
70,29,407.29153061216243
71,29,343.1841866720878
72,29,293.9715526889425
73,29,255.92484347502347
74,29,226.17664459842678
75,29,202.57508308840386
76,29,183.52184738112192
77,29,167.8303343182081
78,29,154.61350046369145
79,29,143.19976957081064
80,29,133.07190284053274
81,29,123.82363050989576
82,29,115.12989228985973
83,29,106.72779069245809
84,29,98.40643757906417
85,29,90.00457903566442
86,29,81.41504581329401
87,29,72.59449877438014
88,29,63.57548524885266
89,29,54.47566825522142
90,29,45.49708548261162
91,29,36.90815464596775
92,29,29.00490111195214
93,29,22.056179259425296
94,29,16.247605235192502
95,29,11.644093409444224
96,29,8.185601696288352
97,29,5.716129742148523
98,29,4.031277535598127
99,29,2.9244560136315574
0,30,6000.999986870795
1,30,6000.999986667925
2,30,6000.999986453348
3,30,6000.999986225245
4,30,6000.999985981319
5,30,6000.999985718641
6,30,6000.999985433457
7,30,6000.999985120928
8,30,6000.999984774775
9,30,6000.999984386818
10,30,6000.999983946323
11,30,6000.9999834391165
12,30,6000.999982846341
13,30,6000.9999821426845
14,30,6000.999981293838
15,30,6000.999980252734
16,30,6000.999978953927
17,30,6000.99997730498
18,30,6000.999975173004
19,30,6000.999972363141
20,30,6000.99996858344
21,30,6000.999963386243
22,30,6000.999956068327
23,30,6000.999945497423
24,30,6000.999929805368
25,30,6000.999905836869
26,30,6000.999868146019
27,30,6000.999807148572
28,30,6000.999705681125
29,30,6000.999532502585
30,30,6000.999229767814
31,30,6000.998688176163
32,30,6000.99769585205
33,30,6000.995828973766
34,30,6000.992208693796
35,30,6000.984941909164
36,30,6000.969794615928
37,30,6000.936959183165
38,30,6000.862997416164
39,30,6000.69040185989
40,30,6000.275090832803
41,30,5999.25052243216
42,30,5996.675424690305
43,30,5990.126890823753
44,30,5973.420569280161
45,30,5931.220371966827
46,30,5828.099177090637
47,30,5594.369471650688
48,30,5135.677017752862
49,30,4422.116411431748
50,30,3601.0921228422826
51,30,2907.348370219418
52,30,2459.94941340891
53,30,2241.7021945901415
54,30,2184.793083709389
55,30,2219.79138687837
56,30,2287.9810853560207
57,30,2343.966249560822
58,30,2356.58567401185
59,30,2308.5564663688187
60,30,2195.163766191241
61,30,2022.4833350013544
62,30,1805.1922800435361
63,30,1563.534637878162
64,30,1319.1737805501198
65,30,1090.6991261932023
66,30,890.4109106884996
67,30,723.5329997847616
68,30,589.5891023104929
69,30,484.707462521552
70,30,403.70543989390893
71,30,341.4450524578281
72,30,293.4841607570142
73,30,256.2596838729826
74,30,227.03225565810197
75,30,203.74252579342757
76,30,184.85647991963307
77,30,169.23114957510913
78,30,156.0086450795872
79,30,144.53664433326742
80,30,134.31051899943398
81,30,124.93226920378929
82,30,116.08244621839022
83,30,107.50242405050494
84,30,98.9853782544278
85,30,90.37495064011411
86,30,81.57063751512139
87,30,72.53823034347313
88,30,63.322040920105195
89,30,54.053398351339744
90,30,44.94798421578286
91,30,36.284819901954776
92,30,28.36415859166999
93,30,21.450473262669167
94,30,15.716686007694992
95,30,11.209933472574583
96,30,7.852248855147215
97,30,5.473950747257954
98,30,3.8632545350426772
99,30,2.811950135961508
0,31,6000.9999869451985
1,31,6000.999986752167
2,31,6000.999986548101
3,31,6000.999986331384
4,31,6000.999986099983
5,31,6000.999985851328
6,31,6000.999985582145
7,31,6000.999985288232
8,31,6000.999984964175
9,31,6000.999984602951
10,31,6000.999984195394
11,31,6000.999983729467
12,31,6000.999983189242
13,31,6000.999982553477
14,31,6000.999981793566
15,31,6000.999980870574
16,31,6000.999979730827
17,31,6000.999978299256
18,31,6000.9999764691165
19,31,6000.999974085769
20,31,6000.999970920542
21,31,6000.999966627648
22,31,6000.999960671645
23,31,6000.999952202761
24,31,6000.999939838372
25,31,6000.999921273254
26,31,6000.999892573744
27,31,6000.999846882484
28,31,6000.999772013011
29,31,6000.999645924286
30,31,6000.999428058475
31,31,6000.999042344527
32,31,6000.998342713181
33,31,6000.997040277909
34,31,6000.994542980052
35,31,6000.989587896962
36,31,6000.9793656971915
37,31,6000.957361237643
38,31,6000.907852068369
39,31,6000.7914776597245
40,31,6000.50642555033
41,31,5999.78191740165
42,31,5997.881938484488
43,31,5992.778555990728
44,31,5978.882066242782
45,31,5941.148989181581
46,31,5841.915454810124
47,31,5601.941769150976
48,31,5111.157781182745
49,31,4345.6316576634235
50,31,3497.532203517431
51,31,2824.835390686548
52,31,2423.529524368109
53,31,2250.5420933116134
54,31,2226.3035490908874
55,31,2278.0408544481284
56,31,2347.944237583824
57,31,2394.125843506369
58,31,2390.085666144543
59,31,2323.1131812093295
60,31,2192.222184236901
61,31,2006.0394864484294
62,31,1780.517649353015
63,31,1535.9253222028346
64,31,1292.905621845076
65,31,1068.4426570435014
66,31,873.2264755964449
67,31,711.2945700342938
68,31,581.5352405029278
69,31,479.8845396569196
70,31,401.2249184030807
71,31,340.58641649723035
72,31,293.7071476553233
73,31,257.1773525838168
74,31,228.3744729384604
75,31,205.32284667449042
76,31,186.54625806512067
77,31,170.94073707666658
78,31,157.67427735776278
79,31,146.11150582553233
80,31,135.75877528679493
81,31,126.22520647494184
82,31,117.19616845568247
83,31,108.41679565686935
84,31,99.68406144505308
85,31,90.84646461640577
86,31,81.8103382272946
87,31,72.55094611510567
88,31,63.124791340902256
89,31,53.677235896332775
90,31,44.437725233834605
91,31,35.695594683926394
92,31,27.75458890848432
93,31,20.873783483977995
94,31,15.212449561328047
95,31,10.799390782547931
96,31,7.538704675209024
97,31,5.2474308167262
98,31,3.706925986941032
99,31,2.7077570962782382
0,32,6000.999987061827
1,32,6000.999986879089
2,32,6000.999986686007
3,32,6000.999986481152
4,32,6000.999986262734
5,32,6000.9999860285125
6,32,6000.999985775642
7,32,6000.999985500498
8,32,6000.999985198438
9,32,6000.9999848634625
10,32,6000.999984487792
11,32,6000.999984061259
12,32,6000.999983570484
13,32,6000.99998299773
14,32,6000.99998231927
15,32,6000.999981503039
16,32,6000.999980505204
17,32,6000.999979265029
18,32,6000.999977697053
19,32,6000.999975678911
20,32,6000.999973031959
21,32,6000.999969489756
22,32,6000.999964645666
23,32,6000.999957863822
24,32,6000.9999481247205
25,32,6000.999933752244
26,32,6000.999911922605
27,32,6000.9998777675855
28,32,6000.99982271478
29,32,6000.999731375556
30,32,6000.999575620216
31,32,6000.999303058436
32,32,6000.998813968984
33,32,6000.997913291579
34,32,6000.996206237217
35,32,6000.9928607653965
36,32,6000.98604262973
37,32,6000.971512589734
38,32,6000.93899425114
39,32,6000.862380904638
40,32,6000.672305195579
41,32,6000.176636427661
42,32,5998.823581043833
43,32,5994.984111073167
44,32,5983.788957900236
45,32,5950.912364041142
46,32,5857.103479012759
47,32,5613.07232119141
48,32,5090.1887587116125
49,32,4272.267504680166
50,32,3402.680147177208
51,32,2757.4727527229693
52,32,2403.583436536265
53,32,2273.0296844867216
54,32,2276.562749333543
55,32,2339.608829318768
56,32,2406.578235785098
57,32,2439.934836377049
58,32,2418.0484920835474
59,32,2332.5005820431115
60,32,2185.503460816666
61,32,1987.6536746032466
62,32,1755.6721571350986
63,32,1509.4987214127343
64,32,1268.6056835156394
65,32,1048.4159836707279
66,32,858.1716205715293
67,32,700.9045593162141
68,32,575.0022913654029
69,32,476.282024140525
70,32,399.7182383517898
71,32,340.5104064180796
72,32,294.56807374693545
73,32,258.62393792177863
74,32,230.16267844685046
75,32,207.28489937608
76,32,188.566758368578
77,32,172.93942317146625
78,32,159.59404790356632
79,32,147.9102870959017
80,32,137.4041156011134
81,32,127.69081938043631
82,32,118.45993624211577
83,32,109.45996553848558
84,32,100.4915139687959
85,32,91.40799644962351
86,32,82.12285416203073
87,32,72.62126713898098
88,32,62.97245220964211
89,32,53.33624482274883
90,32,43.95600773260549
91,32,35.131081446954276
92,32,27.167897953037848
93,32,20.319024378862096
94,32,14.729030681784748
95,32,10.407760244764052
96,32,7.241316067299167
97,32,5.033829958393395
98,32,3.5603078621102857
99,32,2.6104872006442026
0,33,6000.999987208101
1,33,6000.999987035754
2,33,6000.999986853747
3,33,6000.999986660813
4,33,6000.999986455386
5,33,6000.999986235509
6,33,6000.999985998724
7,33,6000.999985741913
8,33,6000.9999854611015
9,33,6000.999985151188
10,33,6000.999984805589
11,33,6000.999984415742
12,33,6000.999983970446
13,33,6000.999983454934
14,33,6000.999982849577
15,33,6000.999982128032
16,33,6000.999981254571
17,33,6000.999980180119
18,33,6000.999978836313
19,33,6000.999977126358
20,33,6000.999974910675
21,33,6000.999971983867
22,33,6000.999968036918
23,33,6000.999962593787
24,33,6000.999954902671
25,33,6000.999943745741
26,33,6000.999927099716
27,33,6000.999901519911
28,33,6000.999861005252
29,33,6000.999794877563
30,33,6000.999683760754
31,33,6000.999491816922
32,33,6000.999151367255
33,33,6000.998531343192
34,33,6000.997369682009
35,33,6000.995121239053
36,33,6000.990598039024
37,33,6000.981074408315
38,33,6000.9599451570275
39,33,6000.910274355808
40,33,6000.7860905906755
41,33,6000.45542252276
42,33,5999.519044973162
43,33,5996.714679296553
44,33,5987.9390813083255
45,33,5959.913391176812
46,33,5872.474720906663
47,33,5625.888335279222
48,33,5069.964234618526
49,33,4199.205192541117
50,33,3314.9733636322867
51,33,2703.8875979527834
52,33,2398.254129351906
53,33,2306.8602772606646
54,33,2333.0320296050436
55,33,2402.126401771274
56,33,2462.084579371693
57,33,2480.3448488418153
58,33,2440.111962977638
59,33,2336.8289423579813
60,33,2175.3362681020576
61,33,1967.657401543158
62,33,1730.8542400570796
63,33,1484.2747762769072
64,33,1246.1435896237385
65,33,1030.403097075695
66,33,845.0082987894172
67,33,692.1448098710829
68,33,569.8103363574854
69,33,473.76056721580727
70,33,399.0812655018596
71,33,341.1405706201337
72,33,296.0111168833268
73,33,260.5585534681047
74,33,232.36663486876418
75,33,209.6059733572267
76,33,190.9005513269678
77,33,175.21344446579175
78,33,161.75668923095625
79,33,149.9233582683413
80,33,139.2379098298555
81,33,129.320999350464
82,33,119.86580570663735
83,33,110.62389772539986
84,33,101.39944239439826
85,33,92.05092151673263
86,33,82.4992515779986
87,33,72.74006997925457
88,33,62.855918036885114
89,33,53.02160660152751
90,33,43.494584743579885
91,33,34.58384949614645
92,33,26.59763008273141
93,33,19.780770665786296
94,33,14.262001931013062
95,33,10.031525852285133
96,33,6.9573682464661895
97,33,4.831115860865188
98,33,3.4219282833803315
99,33,2.519108472217475
0,34,6000.999987373805
1,34,6000.999987211707
2,34,6000.999987040598
3,34,6000.99998685936
4,34,6000.999986666624
5,34,6000.999986460683
6,34,6000.9999862394125
7,34,6000.999986000132
8,34,6000.999985739446
9,34,6000.999985453021
10,34,6000.999985135288
11,34,6000.999984779054
12,34,6000.999984374949
13,34,6000.999983910697
14,34,6000.99998337007
15,34,6000.999982731441
16,34,6000.999981965691
17,34,6000.999981033153
18,34,6000.999979879089
19,34,6000.999978426806
20,34,6000.999976567015
21,34,6000.999974140953
22,34,6000.999970913089
23,34,6000.999966525905
24,34,6000.999960423347
25,34,6000.999951718355
26,34,6000.999938958846
27,34,6000.999919706358
28,34,6000.999889764133
29,34,6000.9998417406905
30,34,6000.999762336258
31,34,6000.9996271290975
32,34,6000.999390333682
33,34,6000.998964049277
34,34,6000.99817444653
35,34,6000.996664547623
36,34,6000.993666387901
37,34,6000.98743576593
38,34,6000.973764737844
39,34,6000.9418188532
40,34,6000.86172004958
41,34,6000.645042704742
42,34,6000.011187033538
43,34,5998.011611950233
44,34,5991.287686238314
45,34,5967.821502470117
46,34,5887.171498594252
47,34,5638.810891761031
48,34,5047.908561861278
49,34,4124.257785709444
50,34,3233.7025645780764
51,34,2663.2566752106773
52,34,2405.960872674416
53,34,2349.852365216642
54,34,2393.319972341409
55,34,2463.504324304616
56,34,2513.0397944901606
57,34,2514.67683798447
58,34,2456.1978069931874
59,34,2336.3779363647054
60,34,2162.118058707932
61,34,1946.3867753125714
62,34,1706.2430125026935
63,34,1460.260560461171
64,34,1225.3960849744315
65,34,1014.2135875907157
66,34,833.5338051372509
67,34,684.8336696059478
68,34,565.811981154096
69,34,472.20753116697983
70,34,399.2309108049531
71,34,342.416784700679
72,34,297.9931422172829
73,34,262.9502923843019
74,34,234.96409679879218
75,34,212.2698893153919
76,34,193.5356542204174
77,34,177.7536661760577
78,34,164.15493304980671
79,34,152.14459421416504
80,34,141.2546361420985
81,34,131.1104224619225
82,34,121.40835008641494
83,34,111.902851274733
84,34,102.40166546348973
85,34,92.7685804417549
86,34,82.93244896586421
87,34,72.90000151827908
88,34,62.76779684318659
89,34,52.726173329268605
90,34,43.04683434869955
91,34,34.04802573757299
92,34,26.03878213300796
93,34,19.25490088103156
94,34,13.808054700299644
95,34,9.6680867200771
96,34,6.684860231701213
97,34,4.637788764019664
98,34,3.29069721353
99,34,2.432853659618176
0,35,6000.999987550892
1,35,6000.999987398734
2,35,6000.999987238177
3,35,6000.999987068231
4,35,6000.999986887694
5,35,6000.999986695081
6,35,6000.999986488552
7,35,6000.9999862658005
8,35,6000.999986023925
9,35,6000.999985759241
10,35,6000.999985467042
11,35,6000.999985141278
12,35,6000.999984774114
13,35,6000.999984355339
14,35,6000.999983871532
15,35,6000.999983304924
16,35,6000.999982631751
17,35,6000.9999818199
18,35,6000.99998082544
19,35,6000.999979587428
20,35,6000.99997801998
21,35,6000.999975999864
22,35,6000.999973346702
23,35,6000.9999697906305
24,35,6000.999964918238
25,35,6000.999958080166
26,35,6000.999948229661
27,35,6000.999933634546
28,35,6000.999911353386
29,35,6000.9998762657515
30,35,6000.999819247302
31,35,6000.999723676891
32,35,6000.999558615204
33,35,6000.999265115494
34,35,6000.998727702043
35,35,6000.997711993786
36,35,6000.995720270663
37,35,6000.991635453976
38,35,6000.9827831929
39,35,6000.962279406763
40,35,6000.910938438217
41,35,6000.77054319759
42,35,6000.348227040905
43,35,5998.948873617165
44,35,5993.890111313133
45,35,5974.513642714446
46,35,5900.631433393795
47,35,5650.52877736388
48,35,5021.649428620106
49,35,4045.9099119997845
50,35,3158.862012192082
51,35,2635.0548664303883
52,35,2425.1911427084
53,35,2399.8455651749455
54,35,2455.1780067685854
55,35,2521.952528067715
56,35,2558.3840395108946
57,35,2542.572835783828
58,35,2466.4462695202046
59,35,2331.5356043069683
60,35,2146.2706442466874
61,35,1924.1569147802077
62,35,1681.9869152257659
63,35,1437.4458244037783
64,35,1206.2433163980656
65,35,999.6769052036043
66,35,823.5731964683932
67,35,678.8179102318155
68,35,562.8849195798781
69,35,471.5307448115754
70,35,400.1001506322344
71,35,344.2913761598008
72,35,300.4807052425225
73,35,265.77589714316326
74,35,237.93897605011406
75,35,215.26553062268206
76,35,196.46433362425546
77,35,180.55458663454024
78,35,166.7846665062227
79,35,154.57064569383547
80,35,143.45123976196618
81,35,133.0559754499755
82,35,123.08413762388601
83,35,113.29289850452425
84,35,103.4936640850911
85,35,93.55585466727096
86,35,83.41681394782822
87,35,73.09509443931307
88,35,62.702042556585525
89,35,52.444116116871555
90,35,42.60742384425488
91,35,33.51897551601203
92,35,25.48750361791628
93,35,18.738321744535906
94,35,13.364753925547808
95,35,9.315547862938509
96,35,6.422334824456211
97,35,4.452750024679503
98,35,3.165809531613127
99,35,2.3511516366512906
0,36,6000.999987733175
1,36,6000.999987590548
2,36,6000.999987440088
3,36,6000.999987280921
4,36,6000.999987111985
5,36,6000.999986931985
6,36,6000.9999867393235
7,36,6000.999986532013
8,36,6000.999986307569
9,36,6000.999986062854
10,36,6000.999985793882
11,36,6000.9999854955595
12,36,6000.999985161325
13,36,6000.999984782668
14,36,6000.999984348483
15,36,6000.9999838441345
16,36,6000.999983250191
17,36,6000.999982540581
18,36,6000.999981679934
19,36,6000.999980619635
20,36,6000.999979291881
21,36,6000.999977600511
22,36,6000.9999754065675
23,36,6000.999972505032
24,36,6000.999968586456
25,36,6000.999963172231
26,36,6000.999955502826
27,36,6000.999944340482
28,36,6000.999927613467
29,36,6000.9999017618575
30,36,6000.999860512015
31,36,6000.999792539309
32,36,6000.99967692228
33,36,6000.999474080968
34,36,6000.999107095075
35,36,6000.998421394959
36,36,6000.997092661722
37,36,6000.994401941394
38,36,6000.988644850567
39,36,6000.9754508962105
40,36,6000.942567939854
41,36,6000.852079375471
42,36,6000.5735090400285
43,36,5999.607231580979
44,36,5995.852906346111
45,36,5980.0100917949785
46,36,5912.531548346449
47,36,5659.94320134461
48,36,4988.982359611512
49,36,3963.357772724186
50,36,3090.9724608013894
51,36,2618.8379092700543
52,36,2454.360481527615
53,36,2454.6687935557384
54,36,2516.5330613616507
55,36,2576.000733356155
56,36,2597.3984549076263
57,36,2563.941890897041
58,36,2471.1546937091475
59,36,2322.7475777950235
60,36,2128.207315106613
61,36,1901.2457674980014
62,36,1658.1983921136346
63,36,1415.8017314643623
64,36,1188.566887850998
65,36,986.6381467135875
66,36,814.9734257334667
67,36,673.9664596035575
68,36,560.9261953151391
69,36,471.6537016111215
70,36,401.63420032051755
71,36,346.7261418239594
72,36,303.44773780106027
73,36,269.01795297148755
74,36,241.27991314695709
75,36,218.5856951346971
76,36,199.68216564276634
77,36,183.6135534838628
78,36,169.64426595353623
79,36,157.20036239284858
80,36,145.826624176928
81,36,135.15629924164622
82,36,124.8913154868571
83,36,114.7915403786468
84,36,104.67222168392823
85,36,94.40882725252142
86,36,83.9478416153163
87,36,73.32046137496035
88,36,62.65366395775668
89,36,52.17064814767023
90,36,42.172046499009134
91,36,32.99305337366384
92,36,24.940863261201777
93,36,18.22875412144319
94,36,12.930348398784465
95,36,8.972559368985701
96,36,6.168748929210159
97,36,4.275202745421517
98,36,3.046672397556779
99,36,2.2735764046139812
0,37,6000.999987916014
1,37,6000.999987782453
2,37,6000.99998764158
3,37,6000.99998749262
4,37,6000.999987334632
5,37,6000.999987166484
6,37,6000.9999869867825
7,37,6000.999986793812
8,37,6000.999986585434
9,37,6000.999986358972
10,37,6000.999986111042
11,37,6000.999985837344
12,37,6000.999985532368
13,37,6000.999985189012
14,37,6000.99998479805
15,37,6000.999984347405
16,37,6000.999983821138
17,37,6000.999983198011
18,37,6000.999982449435
19,37,6000.999981536451
20,37,6000.999980405248
21,37,6000.99997898034
22,37,6000.999977153958
23,37,6000.999974769196
24,37,6000.999971592602
25,37,6000.9999672685335
